Unnamed: 0,fluor,symmetry,platform,shape,color,clarity,cut,polish,id,date,price,carat,price_per_carat,z,x,depth_perc,y,inflation,price_per_carat_adjusted
308082,STG,EX,jamesallen,RD,H,SI2,EX,EX,14725497,202205,33700.0,3.8,8868.42,10.09,10.15,60.0,6.09,2.2001715074387542,19512.045
362249,NONE,EX,jamesallen,RD,H,IF,EX,EX,14920803,202207,10890.0,1.14,9552.63,6.73,6.75,61.3,4.13775,1.0,9552.63
29226,NONE,EX,jamesallen,RD,I,VS1,EX,EX,9181847,202207,33390.0,2.43,13740.74,8.66,8.73,60.5,5.2816496,1.0,13740.74
28825,STG,EX,jamesallen,RD,H,VVS1,EX,EX,9101774,202207,49650.0,2.92,17003.42,9.08,9.12,62.5,5.7,1.0,17003.42
198807,NONE,EX,jamesallen,RD,E,VVS1,EX,EX,14272303,202205,59860.0,2.15,27841.86,8.2,8.27,61.0,5.0447,0.8243394633582992,22951.143931296898
156766,STG,VG,jamesallen,CUSH,F,IF,VG,EX,14050165,202206,10720.0,1.33,8060.15,6.74,5.67,69.5,3.94065,0.9891006704734436,7972.2997691165265
306654,MED,EX,jamesallen,CUSH,D,VVS2,VG,EX,14719355,202205,41910.0,2.5,16764.0,8.6,6.71,69.0,4.6299,1.352244802785007,22669.031873887856
131805,NONE,VG,jamesallen,PR,J,VS1,VG,EX,13831126,202205,3550.0,1.15,3086.96,5.65,5.44,76.0,4.1344,1.1124125955653823,3433.9731860065126
402597,FNT,VG,jamesallen,CUSH,F,VS2,VG,EX,15094700,202207,12020.0,1.64,7329.27,7.27,6.46,66.8,4.31528,1.0,7329.27
273242,FNT,VG,jamesallen,PR,K,I1,EX,VG,14600207,202207,12250.0,3.06,4003.27,8.17,7.85,74.8,5.8718,1.0,4003.27
240447,FNT,EX,jamesallen,RD,D,I1,EX,EX,14457928,202206,23410.0,2.17,10788.02,8.32,8.35,61.1,5.10185,0.9299513350649543,10032.333601707429
25482,NONE,EX,jamesallen,RD,F,VS1,VG,VG,8456157,202207,12280.0,1.22,10065.57,7.06,7.0,58.9,4.123,1.0,10065.57
172898,FNT,EX,jamesallen,RD,K,VVS1,EX,EX,14141767,202205,27900.0,2.74,10182.48,8.91,8.93,62.0,5.5366,1.0726080297501566,10921.809810770374
43633,NONE,G,jamesallen,CUSH,H,VS1,G,VG,11397019,202205,3290.0,0.92,3576.09,6.0,5.29,69.0,3.6501,0.700522211131353,2505.1304740047203
27698,NONE,VG,jamesallen,CUSH,J,SI2,G,VG,8741149,202205,5330.0,1.63,3269.94,6.43,6.27,73.0,4.5771,1.1920404247926644,3897.9006666465248
72230,NONE,VG,jamesallen,CUSH,I,VVS2,G,VG,12768864,202205,6090.0,1.3,4684.62,6.86,5.54,69.0,3.8226001,1.009469109495745,4728.979179725958
71055,NONE,EX,jamesallen,PR,H,SI1,VG,EX,12693952,202207,78460.0,5.08,15444.88,9.11,9.09,75.1,6.82659,1.0,15444.88
397155,NONE,VG,jamesallen,CUSH,J,VS2,VG,EX,15074210,202206,34520.0,3.58,9642.46,9.59,8.2,63.4,5.1988,1.0,9642.46
7529,NONE,G,jamesallen,CUSH,H,IF,G,VG,2672544,202205,80260.0,4.32,18578.7,9.72,9.45,65.0,6.1425,1.0,18578.7
375132,NONE,EX,jamesallen,RD,H,VVS2,EX,EX,14975022,202207,38700.0,2.1,18428.57,8.16,8.2,62.2,5.1004,1.0,18428.57
371432,FNT,EX,jamesallen,RD,F,VS2,EX,EX,14958273,202206,38260.0,2.25,17004.44,8.35,8.41,61.8,5.1973796,1.0137033915749105,17237.45849983207
235295,FNT,EX,jamesallen,PR,I,I1,EX,EX,14435470,202205,20060.0,3.02,6642.38,7.78,7.69,73.0,5.6137,1.6042516191861345,10656.048870249597
188098,NONE,G,jamesallen,CUSH,G,VVS1,G,VG,14217589,202207,59430.0,3.01,19744.19,9.34,7.61,65.4,4.97694,1.0,19744.19
403913,NONE,VG,jamesallen,RD,K,VVS2,VG,VG,15099152,202206,3850.0,0.95,4052.63,6.06,6.16,64.6,3.9793596,1.1793679633022505,4779.5419891176
149879,STG,EX,jamesallen,RD,D,SI1,EX,EX,13999939,202205,3460.0,0.86,4023.26,6.2,6.22,59.0,3.6697998,0.9460378217739801,3806.1561268303835
138022,NONE,EX,jamesallen,RD,K,SI1,EX,EX,13899517,202206,13000.0,2.08,6250.0,8.23,8.27,60.1,4.97027,1.1094204917591857,6933.8780734949105
420353,NONE,EX,jamesallen,RD,E,VS2,EX,EX,15173770,202207,72160.0,3.06,23581.7,9.22,9.28,62.1,5.76288,1.0,23581.7
130673,NONE,G,jamesallen,PR,F,VS2,G,EX,13815269,202205,4680.0,1.19,3932.77,5.63,5.57,76.0,4.2332,1.6671529668831193,6556.529173568925
145165,NONE,G,jamesallen,RD,I,I1,VG,VG,13957287,202205,9190.0,1.55,5929.03,7.15,7.23,64.0,4.6272,1.1844944580830699,7022.903176808263
324623,NONE,EX,jamesallen,RD,F,VS2,EX,EX,14778595,202205,20220.0,1.57,12878.98,7.38,7.43,62.0,4.6066,0.8503198062653526,10951.25177849535
368462,NONE,G,jamesallen,RD,K,VS2,VG,VG,14948271,202207,2490.0,0.88,2829.55,6.23,6.31,59.3,3.7418299,1.0,2829.55
69585,MED,EX,jamesallen,CUSH,G,VVS1,EX,EX,12638317,202206,121480.0,5.13,23680.31,9.91,9.74,69.2,6.7400794,1.1293155072955547,26742.541300566
446200,NONE,EX,jamesallen,RD,I,VS1,EX,EX,15350224,202207,17700.0,1.99,8894.47,8.06,8.13,62.0,5.0406,1.0,8894.47
185867,NONE,EX,jamesallen,RD,G,SI1,EX,EX,14206293,202205,42170.0,2.86,14744.76,8.98,9.03,62.0,5.5986,1.4414527601670017,21253.875
211057,FNT,EX,jamesallen,RD,D,SI2,EX,EX,14327352,202205,85420.0,3.9,21902.56,10.04,10.1,61.0,6.1610003,0.5364694137887067,11750.053523671977
369989,MED,EX,jamesallen,RD,G,VVS2,VG,EX,14955412,202207,3590.0,0.82,4378.05,5.8,5.84,64.5,3.7668002,1.0,4378.05
180673,STG,EX,jamesallen,RD,H,IF,EX,EX,14183430,202205,4470.0,0.83,5385.54,6.0,6.04,62.0,3.7448,1.174551146422557,6325.592181104538
431041,NONE,EX,jamesallen,RD,F,IF,EX,EX,15240208,202207,16470.0,1.18,13957.63,6.79,6.82,60.5,4.1261,1.0,13957.63
385238,NONE,EX,jamesallen,RD,J,SI1,EX,EX,15029337,202207,26230.0,2.72,9643.38,8.88,8.9,62.1,5.5268993,1.0,9643.38
375615,NONE,VG,jamesallen,RD,F,SI2,VG,EX,14979109,202207,4600.0,0.95,4842.11,6.13,6.21,63.9,3.96819,1.0,4842.11
451792,FNT,VG,jamesallen,CUSH,J,VS1,G,VG,15389613,202207,65830.0,4.02,16375.62,10.55,8.45,68.2,5.7629,1.0,16375.62
245293,MED,EX,jamesallen,RD,F,SI1,EX,EX,14475622,202205,15470.0,1.63,9490.8,7.44,7.5,62.0,4.65,0.8503198062653526,8070.215217303208
441890,NONE,EX,jamesallen,RD,E,IF,EX,EX,15321706,202207,9360.0,0.84,11142.86,6.03,6.07,62.3,3.78161,1.0,11142.86
451853,STG,EX,jamesallen,RD,E,IF,EX,EX,15390350,202207,28100.0,1.79,15698.32,7.77,7.82,61.4,4.8014803,1.0,15698.32
427658,NONE,EX,jamesallen,RD,M,SI2,EX,EX,15218921,202207,3800.0,1.29,2945.74,6.89,6.93,62.8,4.35204,1.0,2945.74
12334,NONE,VG,jamesallen,RD,I,VVS1,VG,VG,5627344,202205,11450.0,1.42,8063.38,7.29,7.23,61.0,4.4103,0.8152216564269574,6573.442
418678,NONE,EX,jamesallen,RD,G,VS1,EX,EX,15159191,202207,7330.0,0.94,7797.87,6.24,6.27,62.9,3.94383,1.0,7797.87
435905,NONE,EX,jamesallen,RD,F,SI1,EX,EX,15276368,202207,24350.0,1.92,12682.29,7.86,7.91,62.7,4.95957,1.0,12682.29
183034,FNT,VG,jamesallen,CUSH,I,VS1,VG,EX,14194301,202205,6640.0,1.32,5030.3,6.45,5.93,67.0,3.9731,1.6498977165473474,8299.480483548123
67983,FNT,VG,jamesallen,PR,F,IF,G,VG,12581193,202205,5490.0,1.0,5490.0,5.36,5.19,77.0,3.9963,1.1596592290734848,6366.529167613432
413111,FNT,EX,jamesallen,RD,G,FL,EX,EX,15127330,202207,38440.0,2.04,18843.14,8.05,8.08,62.4,5.04192,1.0,18843.14
191453,MED,EX,jamesallen,RD,K,SI2,EX,EX,14237448,202206,27400.0,3.3,8303.03,9.54,9.6,61.4,5.8944006,1.013587013648615,8415.84338193486
252779,NONE,VG,jamesallen,CUSH,E,IF,VG,EX,14501660,202205,4320.0,0.92,4695.65,6.01,5.18,66.0,3.4187996,0.8688166735107329,4079.6590129706724
389342,FNT,EX,jamesallen,RD,H,VS1,EX,EX,15043171,202206,33200.0,2.39,13891.21,8.5,8.54,62.2,5.31188,1.0087056069454223,14012.141414256319
154544,FNT,EX,jamesallen,RD,J,IF,EX,EX,14036055,202205,14440.0,1.57,9197.45,7.39,7.44,62.0,4.6128,0.7978112446014328,7337.829031659448
36313,NONE,VG,jamesallen,CUSH,D,SI1,G,VG,10570793,202207,84620.0,4.06,20842.36,10.09,9.13,63.4,5.78842,1.0,20842.36
209253,NONE,EX,jamesallen,PR,J,SI1,VG,EX,14318938,202205,24480.0,3.03,8079.21,7.71,7.7,75.0,5.775,1.5446827128426426,12479.816020425407
167422,STG,VG,jamesallen,CUSH,J,SI1,G,VG,14112369,202205,22780.0,3.03,7518.15,8.56,7.45,69.0,5.1405,1.1535172110405887,8672.315420184801
447176,NONE,EX,jamesallen,RD,I,VS1,EX,EX,15358878,202207,15580.0,1.84,8467.39,7.7,7.76,63.4,4.9198403,1.0,8467.39
286320,NONE,EX,jamesallen,RD,I,IF,EX,EX,14647603,202207,7520.0,0.96,7833.33,6.33,6.39,61.1,3.90429,1.0,7833.33
252577,NONE,EX,jamesallen,RD,G,VS2,EX,EX,14500948,202205,39170.0,2.39,16389.12,8.48,8.53,62.0,5.2886,1.0003436235568932,16394.751687708747
407191,FNT,EX,jamesallen,RD,J,VS2,EX,EX,15105955,202206,10950.0,1.59,6886.79,7.39,7.46,62.4,4.6550403,0.8893846252980219,6125.005143656164
119356,NONE,EX,jamesallen,RD,G,SI2,EX,EX,13655663,202206,80130.0,4.84,16555.79,10.87,10.78,62.3,6.71594,1.0,16555.79
93250,NONE,EX,jamesallen,RD,G,I1,EX,EX,13253531,202205,12100.0,1.72,7034.88,7.65,7.68,62.0,4.7616,1.061435177140517,7467.069098962281
429192,NONE,EX,jamesallen,RD,K,VVS2,EX,EX,15228616,202207,12170.0,1.89,6439.15,7.76,7.86,63.2,4.96752,1.0,6439.15
247906,MED,VG,jamesallen,CUSH,I,IF,G,EX,14487080,202205,8170.0,1.54,5305.19,7.27,5.72,72.0,4.1184,1.0054419721009813,5334.060695970405
99271,NONE,EX,jamesallen,CUSH,J,VS2,VG,EX,13357467,202206,36220.0,3.11,11646.3,9.56,7.92,68.1,5.39352,1.0,11646.3
385583,FNT,VG,jamesallen,CUSH,E,VVS2,G,EX,15030477,202206,7800.0,1.21,6446.28,6.09,5.67,72.0,4.0824,1.0393221710485674,6699.761724786958
290728,FNT,EX,jamesallen,PR,D,VS1,EX,EX,14664508,202205,68390.0,3.2,21371.88,8.1,8.1,71.0,5.7510004,1.7885380228599448,38224.42
78189,NONE,EX,jamesallen,RD,I,VS2,EX,EX,12944130,202207,36980.0,2.6,14223.08,8.7,8.77,62.1,5.44617,1.0,14223.08
386202,NONE,EX,jamesallen,RD,I,VVS1,EX,EX,15032748,202206,61480.0,3.16,19455.7,9.44,9.48,60.2,5.7069597,1.069531649452181,20808.486912246797
29800,NONE,G,jamesallen,CUSH,H,VS2,G,VG,9272205,202207,13840.0,1.75,7908.57,7.42,6.55,68.9,4.51295,1.0,7908.57
345469,FNT,EX,jamesallen,RD,J,SI1,EX,EX,14855030,202207,37060.0,3.1,11954.84,9.28,9.31,62.7,5.8373704,1.0,11954.84
109047,NONE,EX,jamesallen,RD,F,SI2,EX,EX,13531110,202206,29060.0,2.63,11049.43,8.72,8.78,62.7,5.5050597,1.1370465629634092,12563.716404204783
287554,NONE,G,jamesallen,RD,G,SI2,VG,G,14652500,202205,9250.0,1.47,6292.52,7.38,7.43,59.0,4.3837,1.27931375782793,8050.107407407408
449199,NONE,EX,jamesallen,RD,G,SI2,EX,EX,15373917,202207,31740.0,2.52,12595.24,8.62,8.67,62.7,5.43609,1.0,12595.24
366937,STG,G,jamesallen,RD,E,VVS1,VG,VG,14941425,202207,121290.0,3.99,30398.5,10.09,10.2,62.5,6.375,1.0,30398.5
181000,STG,EX,jamesallen,RD,J,VVS2,EX,EX,14183997,202205,50390.0,3.71,13582.21,9.81,9.87,62.0,6.1194,1.0143927717207502,13777.695647993289
399925,MED,EX,jamesallen,CUSH,G,VVS2,VG,EX,15084827,202206,40820.0,3.02,13516.56,9.47,8.06,66.8,5.384081,1.0849420676540573,14664.684553970124
415099,FNT,EX,jamesallen,RD,M,VS2,EX,EX,15140297,202207,1630.0,0.82,1987.8,5.96,5.98,62.8,3.75544,1.0,1987.8
127351,NONE,EX,jamesallen,RD,D,SI2,EX,EX,13767730,202207,9230.0,1.18,7822.03,6.73,6.77,61.6,4.17032,1.0,7822.03
186049,NONE,EX,jamesallen,RD,H,IF,EX,EX,14207015,202206,13170.0,1.29,10209.3,6.93,6.98,62.9,4.3904204,1.0582206320356993,10803.691898642064
180566,NONE,VG,jamesallen,CUSH,E,VS2,VG,EX,14182546,202206,20030.0,1.83,10945.36,7.31,7.16,65.2,4.6683197,0.8617079981099525,9431.70425419275
71714,NONE,VG,jamesallen,PR,I,VS2,G,EX,12757275,202206,39590.0,3.63,10906.34,8.13,8.1,78.0,6.3180003,1.0,10906.34
229967,FNT,EX,jamesallen,CUSH,K,VVS1,VG,EX,14412862,202205,7300.0,1.61,4534.16,7.18,6.47,67.0,4.3349,1.4011256142210033,6352.927714976305
134572,NONE,EX,jamesallen,CUSH,E,VS1,G,EX,13861885,202205,171880.0,6.0,28646.67,10.07,9.9,70.0,6.93,1.0,28646.67
415419,NONE,EX,jamesallen,RD,F,SI2,EX,EX,15142561,202207,25390.0,2.24,11334.82,8.28,8.34,63.1,5.26254,1.0,11334.82
62415,MED,EX,jamesallen,RD,L,IF,EX,EX,12405670,202207,18540.0,2.33,7957.08,8.41,8.46,62.8,5.31288,1.0,7957.08
100613,NONE,VG,jamesallen,PR,K,SI1,EX,EX,13380007,202206,6610.0,1.58,4183.54,6.39,6.22,73.6,4.5779195,1.099847378743869,4601.255502870125
192948,NONE,EX,jamesallen,RD,G,IF,EX,EX,14246916,202205,55610.0,2.49,22333.33,8.57,8.63,62.0,5.3506,0.9243683675631016,20644.223794348047
116189,NONE,VG,jamesallen,CUSH,H,SI1,VG,EX,13615191,202206,58440.0,3.53,16555.24,9.7,8.17,68.0,5.5556,1.002948311229556,16604.05
314161,MED,VG,jamesallen,PR,F,SI2,VG,EX,14745199,202206,20660.0,2.7,7651.85,7.52,7.49,74.7,5.5950294,1.0,7651.85
29394,NONE,EX,jamesallen,RD,G,I1,EX,EX,9191886,202207,4570.0,1.19,3840.34,6.77,6.79,61.9,4.20301,1.0,3840.34
411985,NONE,EX,jamesallen,CUSH,E,VS2,VG,EX,15124089,202206,12820.0,1.6,8012.5,7.22,6.13,66.8,4.0948405,1.0657623027650798,8539.420450905202
274085,NONE,EX,jamesallen,RD,L,VS2,EX,EX,14603461,202206,7770.0,1.59,4886.79,7.41,7.46,62.0,4.6252,1.107881999308768,5413.986675402095
242215,NONE,VG,jamesallen,CUSH,K,SI1,G,EX,14465371,202206,39320.0,4.13,9520.58,10.22,8.36,67.9,5.67644,1.0,9520.58
9817,FNT,EX,jamesallen,RD,H,SI2,EX,EX,4455380,202207,38930.0,3.11,12517.68,9.29,9.35,62.2,5.8157,1.0,12517.68
232988,MED,EX,jamesallen,RD,E,SI2,EX,EX,14423806,202206,57060.0,3.41,16733.14,9.57,9.6,62.7,6.0192003,1.4620630078992944,24464.905
126780,FNT,EX,jamesallen,RD,E,SI2,EX,EX,13759598,202207,3840.0,0.88,4363.64,6.06,6.1,62.5,3.8125,1.0,4363.64
33962,FNT,EX,jamesallen,CUSH,J,SI2,G,EX,10233715,202205,5350.0,1.68,3184.52,6.6,6.56,67.0,4.3952,1.0924529257494346,3478.93819110759
12313,NONE,EX,jamesallen,RD,D,VS2,EX,EX,5627331,202205,16860.0,1.44,11708.33,7.25,7.18,62.0,4.4516,1.2464118547073104,14593.401310825244
406739,NONE,EX,jamesallen,RD,D,SI2,EX,EX,15105056,202206,13250.0,1.53,8660.13,7.32,7.35,62.3,4.57905,1.0253228382109165,8879.429070875503
296900,NONE,EX,jamesallen,RD,G,IF,EX,EX,14687248,202205,118040.0,3.55,33250.7,9.79,9.85,61.0,6.0085006,0.7556209419777912,25124.925255420938
71788,NONE,VG,jamesallen,PR,H,VVS2,G,EX,12757417,202205,4840.0,1.11,4360.36,5.94,5.22,76.0,3.9671998,1.9442884282973678,8477.79749121071
399905,FNT,EX,jamesallen,RD,H,SI1,EX,EX,15084787,202206,55510.0,3.62,15334.25,9.71,9.79,62.7,6.13833,1.2109249990489699,18568.626666666667
15781,MED,EX,jamesallen,RD,E,I1,EX,EX,6069123,202206,2310.0,0.85,2717.65,6.25,6.22,58.9,3.66358,1.0168368725327017,2763.406726638497
208788,NONE,EX,jamesallen,RD,M,VS1,EX,EX,14316613,202205,7770.0,1.72,4517.44,7.7,7.73,61.0,4.7153,1.1235880317742453,5075.741518258246
287181,STG,EX,jamesallen,RD,H,VS1,EX,EX,14651549,202205,31170.0,2.55,12223.53,8.69,8.74,62.0,5.4188,0.9976473910251794,12194.772813618012
90641,NONE,EX,jamesallen,RD,E,VVS2,EX,EX,13215147,202207,361580.0,5.3,68222.64,11.19,11.21,61.7,6.9165697,1.0,68222.64
27445,NONE,EX,jamesallen,RD,G,SI1,EX,EX,8679753,202205,11540.0,1.42,8126.76,7.26,7.22,61.0,4.4041996,1.0355146216890396,8415.37880695762
21472,STG,EX,jamesallen,RD,I,VVS2,VG,VG,7694864,202207,55890.0,3.77,14824.93,9.83,9.75,63.7,6.21075,1.0,14824.93
287675,NONE,EX,jamesallen,RD,H,SI2,EX,EX,14653062,202205,21880.0,2.43,9004.12,8.7,8.73,60.0,5.238,1.2113277415668386,10906.940344396804
444317,NONE,EX,jamesallen,RD,E,FL,EX,EX,15337889,202207,379940.0,3.03,125392.74,9.13,9.2,62.7,5.7683997,1.0,125392.74
193725,FNT,EX,jamesallen,RD,F,VVS2,EX,EX,14249904,202205,5510.0,0.84,6559.52,5.99,6.01,62.0,3.7262003,0.7761024566221791,5090.859586262317
68242,NONE,VG,jamesallen,RD,H,I1,G,G,12587133,202206,3050.0,1.04,2932.69,6.32,6.35,64.3,4.0830503,1.4264629127114064,4183.3735194796145
300378,NONE,EX,jamesallen,PR,I,VVS1,VG,EX,14695865,202207,47930.0,3.51,13655.27,8.23,7.98,76.5,6.1047,1.0,13655.27
88110,FNT,G,jamesallen,RD,I,VVS1,G,VG,13169525,202207,5950.0,0.91,6538.46,6.23,6.32,63.1,3.9879198,1.0,6538.46
69018,STG,VG,jamesallen,CUSH,J,SI2,G,VG,12631155,202205,1980.0,1.06,1867.92,6.61,5.05,69.0,3.4845002,1.3756983965467142,2569.6945488775386
339099,NONE,EX,jamesallen,CUSH,F,SI2,VG,EX,14834250,202206,7720.0,1.58,4886.08,6.87,6.29,68.2,4.2897797,1.230652468452704,6013.066413057388
341705,NONE,EX,jamesallen,RD,G,VS2,EX,EX,14842762,202207,78670.0,3.49,22541.55,9.6,9.67,62.6,6.0534196,1.0,22541.55
41615,NONE,VG,jamesallen,RD,G,IF,VG,EX,11212401,202206,39170.0,2.01,19487.56,7.79,7.89,64.7,5.10483,0.9150739880357472,17832.55924628591
431972,NONE,EX,jamesallen,RD,H,VS1,EX,EX,15247470,202207,21330.0,1.93,11051.81,7.88,7.93,62.4,4.94832,1.0,11051.81
357693,STG,EX,jamesallen,RD,K,VVS1,EX,EX,14904330,202207,10550.0,1.63,6472.39,7.45,7.49,62.6,4.68874,1.0,6472.39
288924,MED,EX,jamesallen,CUSH,F,SI2,VG,EX,14659046,202206,7840.0,1.6,4900.0,7.29,6.13,68.0,4.1684,1.230652468452704,6030.19709541825
429400,NONE,EX,jamesallen,CUSH,I,VS1,VG,EX,15229924,202207,9690.0,1.57,6171.97,7.1,6.16,68.2,4.20112,1.0,6171.97
382582,NONE,EX,jamesallen,PR,H,VS1,VG,EX,15012665,202207,4870.0,1.11,4387.39,5.54,5.39,75.5,4.06945,1.0,4387.39
25048,NONE,VG,jamesallen,CUSH,I,VS2,VG,EX,8366109,202205,74250.0,5.05,14702.97,9.94,9.56,68.0,6.5008,1.3071768132574928,19219.38147002052
448341,FNT,VG,jamesallen,RD,H,SI2,EX,VG,15369063,202207,3820.0,0.96,3979.17,6.31,6.37,61.7,3.93029,1.0,3979.17
56998,NONE,EX,jamesallen,RD,G,VS1,EX,EX,12199529,202205,14490.0,1.36,10654.41,7.06,7.08,62.0,4.3896,1.0355146216890396,11032.79734046992
90297,STG,EX,jamesallen,CUSH,K,VVS1,EX,EX,13210599,202205,10090.0,2.15,4693.02,7.22,6.94,69.0,4.7886,0.9246106755553062,4339.216392594563
409690,MED,EX,jamesallen,RD,F,VS2,EX,EX,15116549,202207,36000.0,2.32,15517.24,8.45,8.48,61.9,5.2491198,1.0,15517.24
378629,NONE,EX,jamesallen,RD,J,SI2,EX,EX,14988333,202206,122420.0,7.17,17073.92,12.31,12.4,61.1,7.5763993,1.0,17073.92
188630,MED,EX,jamesallen,RD,F,SI2,EX,EX,14220765,202205,28710.0,2.73,10516.48,8.83,8.88,62.0,5.5056,1.240796434955007,13048.810892275631
443332,NONE,EX,jamesallen,RD,G,SI2,EX,EX,15331915,202207,48040.0,3.04,15802.63,9.24,9.3,62.3,5.7939,1.0,15802.63
76193,STG,EX,jamesallen,CUSH,I,VVS1,VG,EX,12895737,202206,27840.0,3.01,9249.17,7.7,7.58,74.5,5.6471004,1.2188686310347858,11273.52317610801
402271,NONE,EX,jamesallen,RD,G,SI1,EX,EX,15093513,202207,15750.0,1.67,9431.14,7.5,7.55,63.2,4.7716002,1.0,9431.14
246803,NONE,EX,jamesallen,CUSH,E,VVS1,VG,EX,14483028,202206,3860.0,0.86,4488.37,5.82,5.08,68.0,3.4544,0.984306627685846,4417.932338506321
271290,STG,EX,jamesallen,RD,G,VS1,EX,EX,14593705,202205,73270.0,3.71,19749.33,9.82,9.88,62.0,6.1256,0.8617793616289768,17019.565000000002
244435,NONE,EX,jamesallen,RD,K,VVS2,EX,EX,14473327,202205,10770.0,1.61,6689.44,7.42,7.47,62.0,4.6313996,1.173157716533113,7847.768155285267
21444,NONE,VG,jamesallen,RD,J,IF,VG,EX,7694784,202205,45930.0,3.04,15108.55,9.5,9.4,58.0,5.4519997,1.5446827128426426,23337.916001118705
251677,NONE,EX,jamesallen,RD,H,VS1,EX,EX,14499073,202205,38540.0,2.46,15666.67,8.51,8.58,62.0,5.3196,0.9631463753621445,15089.296424494849
381781,FNT,EX,jamesallen,CUSH,H,VVS2,VG,EX,15008356,202206,13270.0,1.73,7670.52,7.57,6.43,66.3,4.26309,1.0901493141204144,8362.012116946922
650,MED,VG,jamesallen,RD,E,I1,VG,VG,29537,202205,5900.0,1.04,5673.08,6.46,6.44,62.0,3.9928,1.2763439113969282,7240.801116867685
10377,NONE,VG,jamesallen,RD,D,SI2,VG,VG,4741476,202206,10310.0,1.41,7312.06,7.07,7.01,63.6,4.45836,1.4260919865571229,10427.670171224876
11422,FNT,G,jamesallen,CUSH,I,SI2,G,VG,5419853,202206,43570.0,4.01,10865.34,9.53,8.32,69.9,5.81568,0.7567327265788772,8222.158363406537
452488,NONE,EX,jamesallen,RD,G,SI2,EX,EX,15396144,202207,17350.0,1.79,9692.74,7.64,7.7,63.5,4.8894997,1.0,9692.74
218594,NONE,VG,jamesallen,CUSH,J,VS1,VG,EX,14361452,202207,59320.0,4.02,14756.22,10.84,8.14,67.9,5.5270605,1.0,14756.22
432860,FNT,EX,jamesallen,CUSH,H,I1,G,EX,15255935,202207,12680.0,2.56,4953.12,7.87,7.59,69.9,5.3054104,1.0,4953.12
191486,NONE,EX,jamesallen,RD,G,I1,VG,VG,14237542,202206,8650.0,1.51,5728.48,7.2,7.24,63.6,4.60464,0.9486052986626149,5434.066481282815
351796,NONE,VG,jamesallen,RD,H,SI1,G,EX,14879006,202205,22670.0,2.0,11335.0,7.81,7.9,63.0,4.977,0.7318335004210611,8295.332727272727
356422,NONE,EX,jamesallen,RD,H,VVS1,EX,EX,14898119,202207,40940.0,2.39,17129.71,8.49,8.55,61.8,5.2839003,1.0,17129.71
65131,NONE,EX,jamesallen,RD,M,IF,EX,EX,12495846,202205,3690.0,1.04,3548.08,6.47,6.5,61.0,3.965,1.061417374183754,3765.993756993894
190319,NONE,EX,jamesallen,CUSH,G,IF,VG,EX,14228121,202206,6170.0,1.06,5820.75,6.12,5.48,67.8,3.71544,1.1070043838742274,6443.595767435909
88718,FNT,EX,jamesallen,RD,E,SI1,EX,EX,13180363,202207,66350.0,3.22,20605.59,9.35,9.41,62.1,5.84361,1.0,20605.59
82901,NONE,EX,jamesallen,RD,J,VVS2,VG,EX,13044300,202206,5710.0,1.07,5336.45,6.48,6.54,61.8,4.04172,1.038812938848438,5543.573307517747
280167,NONE,EX,jamesallen,RD,K,I1,EX,EX,14622167,202206,19170.0,3.0,6390.0,9.2,9.23,62.2,5.74106,0.8385184011253433,5358.1325831909435
173986,NONE,EX,jamesallen,RD,J,I1,EX,EX,14149185,202207,28400.0,3.05,9311.48,9.23,9.26,62.3,5.76898,1.0,9311.48
357074,FNT,VG,jamesallen,RD,F,VS1,VG,VG,14902405,202207,13590.0,1.27,10700.79,7.03,7.13,57.7,4.11401,1.0,10700.79
337698,NONE,EX,jamesallen,RD,F,FL,EX,EX,14825111,202207,145900.0,3.42,42660.82,9.57,9.62,61.8,5.94516,1.0,42660.82
28591,NONE,EX,jamesallen,RD,F,VVS1,VG,EX,9046017,202206,15550.0,1.21,12851.24,6.9,6.93,60.0,4.158,1.1583072379900632,14885.68430914742
441707,NONE,EX,jamesallen,RD,I,SI1,EX,EX,15320090,202207,39250.0,3.08,12743.51,9.27,9.33,62.2,5.80326,1.0,12743.51
262677,FNT,EX,jamesallen,PR,G,VVS1,VG,EX,14558378,202205,29780.0,2.51,11864.54,7.32,7.12,76.0,5.4112,0.9180571537708182,10892.325823200024
428602,FNT,EX,jamesallen,RD,G,VVS1,EX,EX,15224727,202207,206050.0,5.21,39548.94,11.01,11.07,62.6,6.929819,1.0,39548.94
9735,NONE,VG,jamesallen,PR,E,SI1,EX,EX,4388411,202207,56160.0,3.73,15056.3,8.55,8.39,74.3,6.233771,1.0,15056.3
172961,NONE,EX,jamesallen,RD,H,VS2,EX,EX,14143570,202207,11790.0,1.34,8798.51,6.98,7.03,63.1,4.4359303,1.0,8798.51
9009,NONE,VG,jamesallen,CUSH,K,VVS2,VG,VG,3675587,202206,2960.0,1.3,2276.92,6.81,5.66,69.6,3.9393597,1.2597145352826176,2868.2692196756975
7664,FNT,VG,jamesallen,CUSH,G,VVS1,VG,EX,2841173,202207,70500.0,3.75,18800.0,9.19,8.6,67.2,5.7791996,1.0,18800.0
406497,MED,EX,jamesallen,RD,D,VVS1,EX,EX,15104220,202207,93410.0,3.16,29560.13,9.34,9.4,63.0,5.9219995,1.0,29560.13
